premise,hypothesis,label,idx
The Madurai festivals in April and May celebrate their marriage as a grand reconciliation with the Indo-Aryan invaders.,The Madurai festivals are some of the largest festivals in the country.  ,1,8460
"The Benefits and Costs of the Clean Air Act, 1970 to 1990.",The Benefits and Costs of the Clean Air Act is updated every 20 years.,1,337928
"Robert Emmet is thought to be buried in the graveyard of the church, and Parnell's funeral service was held here.",Robert Emmet was buried less than 100 years ago.,1,278000
But all that ended long ago.,All of that blood money was gone since a long time ago.,1,266788
well we bought uh our first house at the end of eighty six and like i said it's out in Rowlett and it's it's real nice it's four bedroom and it's kind of a tract area too we've got people behind us and on both sides of us i don't really like that too well i keep telling my husband that our next house is going to sit square in the middle of at least ten acres of land,We bought a four bedroom house in Rowlett in 1986. I like our neighbors across the street. ,1,81411
oh that's pretty nice i did mine i built my own home in nineteen sixty one,I have owned my own home since 1961.,1,52532
What one does not expect in a book of this kind--a book that is technical even as it is beautiful--is that the author will be not just fastidious but also an evocative and wonderfully quirky writer.,The book was technical but also full of poetry.,1,290327
"These were to (1) define clear missions and desired outcomes,",The missions are likely to lead to the outcomes.,1,240526
"The men are engaged in ranching operations for Bruce Robinson, owner of the island; the women collect and string the tiny Niihau seashells into leis that fetch big prices.",Bruce Robinson owns many other islands too.,1,366626
conjunction with each other can create opportunities for efficiency and effectiveness not otherwise available.,The new opportunities were better than the present opportunities.,1,150136
but some men i guess are not too comfortable doing that but,"Those men are pansies, a real man would wrestle the shark.",1,363403
Caribbean and international cuisine set amid tropical folia ge and Jamaican architecture.,The caribbean cuisine is served outside on the patio near the water.,1,140954
"The city was ruled in turn by the Lydians, the Persians, and the Attalid kings of Pergamum, until 133 b.c. , when Attalus III bequeathed his kingdom, and Ephesus with it, to the Romans.",The city finally knew peace and prosperity under Roman rule.,1,366747
"It was a man, dark skinned, thin, and wearing nothing but a loin cloth.","It was a man, dark-skinned and gaunt, wearing only a loin cloth and a menacing stare.",1,21719
"And then I thought about it, and I go, Well, that's not really horrible.","At first, I thought that it was repulsive and to be avoided.",1,105018
no first off i don't think the the Middle Eastern situation's going to change i don't think that,There has to be other approaches we can take.,1,204146
The agencies subsequently used these expectations as the basis of senior executives' performance appraisals.,The agencies used these expectations and others to evaluate executives.,1,96017
Nerds are genuinely threatening.,"Nerds and jocks alike, are genuinely threatening. ",1,168856
" The Cairo Opera House opened in 1988, a gift from the Japanese government.",The Japanese government gifted the opera house as a thank-you.,1,41924
and you know occupying a very prominent role with the politics and in the business sector,Being the governor of state or being a manager at a company.,1,139677
"Some're jus' mustangs; other's good stuff gone wild run off by th' 'Paches an' broke loose, or got away from a 'wet hoss' band.",Some of the horses are mustangs while some are mares.,1,112016
It wasn't enough though.,It was too small.,1,82459
he needs your vote just like he needs everybody elses you know maybe if they were brought up that a way like you said it would because i know here uh until you get into high school now then they had the voting machines and you voted for like cheerleaders and different things like that but they should start that a lot earlier,"He can't win if he doesn't get 10,000 votes.",1,208231
and you have to pay that whether you're on vacation you know and taking care of the children or if the children are at home at home sick,You might as well take a vacation as the money you pay will be about the same.,1,46044
This is a special style of Shinto architecture that is prohibited from being used at other shrines.,Shinto architecture includes depictions of fish and animals.,1,107832
The back half of the train was filled with private cabins- theoretically for the richer crowd.,The train had private cabins in the back that could be rented by the hour. ,1,82807
"But south, that is different.",South is different because it is more dangerous. ,1,349246
wow i didn't i didn't realize you would think now up here i i suppose they send it all back to the mill and there are paper mills within a couple of hundred miles of uh actually there is one in northern Vermont so there's probably a paper mill that's sixty miles from here i didn't think that you know in the large city that if the next recycling if the next mill is more like five hundred miles away it's a lot of money to transport,We have a paper mill here in Vermont because of the local printing industry.,1,198005
"But from the only angles that matter she's beautiful, and her Gerry has a darting intelligence to boot.",Gerry and her are dating.,1,171226
oh oh well i know i think so i think they did better this last year so,Last year has more effort put into it.,1,105769
"After a period of steady decline, the monaster y was dismantled even before the Revolution.",A period of steady decline led the government to dismantle the monastery right before the revolution.,1,326683
because he said it was just too dang heavy,He was frustrated when he told me it was too heavy.,1,159092
Now recall what the Republicans did with Horton's  An independent expenditure group aired an ad for Bush showing a picture of Horton.,Republican conduct with Horton's was indicative of governmental corruption. ,1,43205
well they're doing that here too now that i think about it once every so many weeks and you have to pull out all the slicks and you have to wrap them up with string,"They started that here too, you have to pull out all the slicks and wrap them with string every few weeks and it's a pain.",1,302070
The Swords.,The objects.,1,196207
wow that's interesting what did you what kind of things did you do,Did you ever get paid to do any of this?,1,188376
yeah sure but they played like professionals exactly right,I was proud and impressed watching them get their professionalism on!,1,19610
i guess i guess these are going to croak too since i've got cats i decided to get some catnip,"Catnip is not required, but it can certainly help in caring for cats.",1,250213
asked her if she enjoyed her job,I asked if this was her favorite job.,1,218684
Because she did not wish to show the letter of the 17th. ,This is because it told who her babies real dad was.,1,356263
"But he was doing it, and it was already beginning to work.",He couldn't believe how easily he had gotten the handle on it.,1,42372
"In this case, the procedure was exactly the same.","In this case, there was the same procedure, said the manager.",1,295845
yeah mostly what we're doing we've worked  we've done the uh CODA account with TI where they we put in so much a month and then they or so much a paycheck and then they  match it,"Each paycheck, but sometimes once a month we deposit into a CODA, they match the deposited amount. It helps us to save money for the future.",1,49164
"Alternatively, there are also fine public beaches, and they're often deserted.",There are good public beaches but people don't like to swim at them because thye're not exclusive.,1,375354
Routes which are unprofitable when serviced six days per week would become profitable when serviced less frequently.,Profit is always associated with routes.,1,48359
"The latitude which may exist for restrictions on speech where the govern-ment's own message is being delivered flows in part from our observation that, [w]hen the government speaks, for instance to promote its own policies or to advance a particular idea, it is, in the end, accountable to the electorate and the political process for its advocacy.",Some of the politicians find the latitude that may exist too frustrating.,1,213045
"operate with similar functional capability in a different environment; for example, converting a program from FORTRAN to Ada or converting a program that runs on one computer to run on another.","Converting a program from FORTRAN to Ada is allowed, but not the other way around.",1,116927
"Tell you what, White.",White is younger than I am.,1,90885
"From the top of the Colline Saint-Eutrope, you get a good bird's-eye view of the theater in relation to the triumphal arch and the Rhine Valley beyond.",You can see a lot from the top of Colline Saint-Eutrope because it's about 2000 feet in the air.,1,38807
i have an Arrow Star van we really do uh it's it's a mini van we've had it goodness in May will be five years and uh they replace the engine at sixty thousand under extended warranty and the transmission was replaced but they really are nifty um the mini van it's actually we had a station wagon before and it's a foot or two shorter than a we had a regular size station wagon,We prefer owning a mini van compared to the station wagon.,1,283093
This also has been done.,Will it be done,1,234922
"It was a dream, a horrible dream.",The road to the hotel was a nightmare.,1,102534
"In the restful charm of its medieval quarters, Viterbo makes a good overnight stop.","Viterbo is charming and surprisingly light on tourism, making it a great overnight stop.",1,244116
uh yeah that was good yeah yeah yeah it's true,It'll work out. I know for sure. ,1,244417
"With no beaches to speak of, and scarcely enough flat ground for a playing surface, Madeira may not be the first destination that springs to mind for a sporting holiday.",The unremarkable landscape of Madeira makes it an odd place to decide to visit.,1,202139
 Jon placed a hand on San'doro's shoulder and the two men joined the others for their morning breakfast.,The men all ate together.,1,27607
Ca'daan couldn't say who begun the exchange this time.,Ca'daan didn't know why or how this had started.,1,375040
Click here to sign up for just $19.,The cost of the service is well priced.,1,214188
well how'd you find out about it,I am curious who told you about it.,1,33490
"A great majority of people did take the shots, and the championships began in a truly great style - Jose Pelles from Brazil triumphed over Canadian Don Bronx.",The people who took the shots felt ill pretty quickly.,1,74694
"On February 27, 1997, the FDA published a Notice of Proposed Rulemaking in the Federal Register.",The notice had a detailed account of the new proposed laws. ,1,202436
It's also important to take the rarefied atmosphere into account when exercising.,The rarefied atmosphere makes exercising extremely hard unless properly trained.,1,351792
yeah do you work do you work,I'd love to know what you do. ,1,33544
That was fast.,She-ra returned from the kitchen more quickly than anticipated.,1,176344
"I do not want to sell food to those who cannot understand how good food, any food, can taste, he said.","""I do not wish to sell food to those incapable of appreciate its true, pleasing nature,"" he replied.",1,199858
"In the hotter months, start early or make use of the long evenings.","During the summer, it's important to work when it's not too hot.",1,255133
"Yesterday's WSJ reported that the Dept. of Transportation has informed airlines that, in an expansion of disability rights policy, they must soon provide peanut-free buffer zones for any passenger who declares a certified peanut allergy prior to a flight.",Many passengers are thankful to the Dept. of Transportation for enforcing the change in policy.,1,281331
Vast expanses of land are cultivated; orchards and lush cattle pastures produce the famous strong cider and pungent cheeses.,"In addition to cider and cheese, wine is also produced here.",1,1606
"The soon to be ex-husband of a makeup woman for Oprah Winfrey also says he couldn't compete with the trips and gifts the generous talk show host lavished on his wife, according to the Globe . Any time I tried to talk to her, she would cut me short and say she was being elevated to a higher level, the husband says.",The soon to be ex-husband of the makeup woman didn't have as much money as Oprah.,1,299222
It's the cutest darn thing you've ever seen.,The kitty cats are the cutest thing you've ever seen.,1,72094
that's a department store,that is a department store where i buy my kids' school uniforms,1,255483
oh my well our weather's suddenly turned cold again uh our weather is so unstable you never know,our weather is cold again but yesterday it was hot,1,354682
"Members of the central group possess a variety of technical skills and have specific information security responsibilities, such as developing policy, maintaining the firewall that protects the organization's network from unauthorized intrusions, or supporting security staff assigned to individual business units.",The variety of skills gives them an edge against their competition.,1,389917
and even though we were both working the same number of hours and and doing things i had to come in there specifically and say this needs to be done this is what you do it now no,Working the same amount of hours may not always mean I can't help someone else.,1,259426
It provides managers flexibility to assign employees in a manner that is more suitable to multi-tasking and the full use of staff.,Managers need flexibility to keep happy employees,1,42563
Pinsky queries if we count an audiobook as a book.,Audiobooks can't technically be counted as books.,1,245193
uh she she fell in love with Salzburg Austria,I lost her that day to a country.,1,131296
That should put you on your feet in no time.,You don't have any time to waste.,1,204206
"I will tell Stark to pay special attention to your little one, the little bitch with the red hair.",The girl with the red hair is your daughter.,1,64300
"Here you will find one of Madeira's few sugarcane mills still working, pumping out steam as it processes the sugarcane to make aguardente, the local liquor.","Without the sale of the local liquor, the sugarcanes would have to close their doors.",1,343502
"We now know many facts about Minoan Crete including that at the height of its influence, the population probably numbered more than 2 million, about four times greater than today's figure, with 100,000 people in the capital, Knosses.",The people lived in compact apartment style buildings made of stone.,1,281608
"It is expected that one SCR system requires about 21 months of total effort for planning, engineering, installation, and start-up.",It is a costly process to install SCR equipment.,1,368432
because of uh the uh businesses that have their money tied up,Several businesses' funds will be available within the next year.,1,294636
"While information is comparatively fresh and large numbers of the survivors are still around, why not institute similar reparations to be paid by Russia to victims of the Gulag?","Why not make Russia pay the victims $100,000?",1,344224
Did Stevenson speak with any of the fans with whose hopes he claimed to be so familiar?,Stevenson spoke with five of his fans.,1,245388
"If they had survived, there would be no trade in any case.","They would have stopped the trade, there was no other way but to kill them.",1,104361
The first of five special issues about the 21 st century imagines health and environment in the future.,There were several issues about legal issues in the 21st century.,1,368565
"It was simply a BARGAIN, my dear! ",The narrator genuinely believes the purchase was a bargain.,1,132721
yeah there's there's always a drawback to everything i mean i don't know well,There is always a drawback when you finish a project early.,1,117868
"consented to the amputation of a gangrenous leg, VA would not compensate him for the loss of a limb.)","Because the accident did not happen while he was on duty, he was not compensated by the VA.",1,288452
oh yeah that's great too uh-huh yeah we did some remodeling when we bought a house we built put a kitchen in and um that kind of stuff and painting and some wallpapering that's fun it is it really is,"We bought a fixer upper, it really needed a lot of work. ",1,383808
That is inevitable.,That might happen.,1,134043
All you need is a pair of comfortable shoes and a map.,All you need is comfortable shoes and a map.,1,248969
"The record compiled by the Commission supports, inter alia, the following findings of fact.",The record compiled by the Commission is a two hundred page document.,1,272256
"On Dave's world, the cardinal rule of logic was that the symbol was not the thing--and work done on symbols had to be translated by hard work into reality.","On Dave's world, symbols were merely representations of reality.",1,71546
TO AUDIT OFFICIALS AND OTHERS INTERESTED IN GOVERNMENT AUDITING STANDARDS,Turn to page 97 to read about government auditing standards. ,1,135619
"In discussing various alternatives to the proposed rule, the SEC decided that, since small entities will benefit from the less restrictive nature of the rule, acceptance of any of the alternatives was not preferable to the rule as proposed.",The proposed rule had quite a bit of alternatives.,1,122661
"Give the kids $20, send them to the movies, and take refuge in the one decent offering available on the small screen, The Hustler on PBS (9 PM).",They were hoping that they would not have children around while watching the program.,1,219271
yeah i i enjoy that but what do you where do you,I enjoy basketball too.,1,114801
The sounds of lovemaking and the cheers of the games filled the streets.,Everyone outside heard happy sounds.,1,181132
"Guided and self-guided tours of the palace take in only a fraction of the 2,000 rooms (more than any other palace in Europe), though many of the highlights are visited.",Among the rooms tourists can visit is the royal nursery.,1,209798
yeah now that that sure was a fun Super Bowl to watch this year i mean i wasn't pulling for either team but that was just a good football game,The team I was rooting for through the season didn't make it to the final but it was a good SuperBowl,1,279384
The art of papyrus-making was lost in Egypt until the 1970s when it was reintroduced using native plants.,The process of papyrus-making was rediscovered by an archaeologist. ,1,382913
yeah well what what do you think about that do you think that um what do what do you think about the women that are not having families because they want to continue their business,Childfree career women are making completely valid life choices.,1,382860
"Instead, the cost of computer gear is falling precipitously, and affordable bandwidth--the measure of data transmission--is growing at an exponential rate.","The cost of computer gear was expected to grow, but it's falling instead.",1,156990
The cover head shots reflect the stories inside.,The cover needs to catch the attention of people to buy it.,1,47964
"There is an intriguing ambiguity to the half-naked peasant youth posing as a Bacchus for Caravaggio (1589), but nothing complicated about the robust sexiness of the Rubens Bacchanale.",Rubens painted the Bacchanale a year after Caravaggio's Bacchus.,1,83333
they have these the social in some sort of way if you want to go to school outside the country and many Salvadorians did they'd go to school in Cornell Iowa of all places,Many students from El Salvador have parents who encourage them to enroll in Cornell in Iowa because there is an El Salvador immigrant community living in that area. ,1,189510
"So, do we vote for virtuosity in imitation or virtuosity in itself?",We should vote for one or the other as it is really important.  ,1,1205
A federal panel is deciding if and how to tax Internet commerce.,New taxes on Internet commerce will lead to federal tax cuts on income.,1,349952
and i'm like i don't believe this,I have never believed it.  ,1,22888
we can hook it into our uh a video or uh stereo system and uh put music to the film and that will cut out all the background the noise of the uh recorder running and that,We hook the new device into a stereo system and cut out the background noise.,1,361732
Old is not a legal classification that results in automatic loss of these rights.,They wanted to advocate for the elderly.,1,366115
but we weren't given any opportunity to make a decision as to what would happen we just said whether or not we thought the party was guilty,We suggested punishments in case the party was found guilty. ,1,236738
"It's that, in a time of confusion about the ends and means of higher education, it has the clearest and best notion of what constitutes one.",There's an increasing sentiment within the public that higher education isn't useful anymore.,1,207841
"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.","The Seri Angkasa is a revolving restaurant, it makes many patrons sick.",1,292854
"When almost anything can be said in public, profanity ceases to exist in any meaningful way at all.","For some reason, profanity still isn't allowed on TV.",1,113234
right i think it's seven here or seven point something,The temperature fluctuates rapidly over here.,1,256128
"Her hair was a full rich brown, with sudden glints of gold in it as though there were imprisoned sunbeams struggling in its depths.",Her hair was very beautiful and admired by many.,1,196856
"The thesis was taken up last year by Canadian Michael Bradley in his incoherent book Chosen People From the Caucasus . Bradley is known for a book-length rant titled The Iceman Inheritance , which identifies the origins of white racial evil in prehistoric psychosexual tensions of some sort.",Michael Bradley subsequently wrote a book on the sexism of Hollywood.,1,127492
Our work has shown that agencies have benefited from their use of results-oriented performance agreements for political and senior career executives.,Agencies benefit from performance agreements between two organizations.,1,177593
Was that our lucky break?,They were grateful for that lucky break.,1,205763
yeah uh-huh so you like  a a variety sort of easy listening because you you like country but then,"You like country and other easy listening, like maybe some Kenny G?",1,227124
uh what do the Mark sevens usually run,They used to be pretty affordable.,1,362500
"Therefore, the cost of the candidate mail becomes 16.",The cost of the candidate mail becomes too high.,1,24594
"Recently Coppola said, People want me so badly to do something truly astounding.",Coppola is tired of the pressure from people.,1,389014
How do you know? All this is their information again.,We are not sure if they are correct.,1,194560
"To have easy access to the wild boar and deer (which can still be seen from observation platforms in the park), Francois I built himself this glorified 440-room hunting lodge.",It is well known that Francois I was an avid hunting passionate.,1,369461
Theoretically scale economies in delivery are not firm specific.,Scale economies are flexible.,1,132
"On Monday, therefore, at six o'clock, Alfred Inglethorp arranges to be seen by a number of people at a spot far removed from the village. ","No one saw Alfred Inglethorp on Monday, either inside or outside the village.",1,12636
"Using such a rich family experience, Dr Elkbellows developed a 42 minute Inquisition-style set (that was the time an average prisoner-heretic could survive), containing among other things: wrist stretching, hanging by the fingers, 78 degree elbow twisting, dislocation of the spine, intensive ribcage massage, whole-body stretching using the Oxbellows-Aearial table, centrifugal thigh bending, circular manipulation of the neck, deep massage of the pelvis, hammering of the extremities, pulling under the Oxbellows Up-Down table, buttock slapping, and the trademark Elkbellows massage - stoning of stress-tensed muscles.",Dr Elkbellows invented a series of exercises. for his patients.,1,155515
Such assessment may provide,The math assessment will provide excellent skills testing.,1,146415
"A big crowd of solicitors will get busy, and they'll get some high-brow doctors on the job, and the end of it all will be that they'll say my brain was unhinged.",My brain is unbalanced due to the trauma I have faced in the war.,1,121610
Reich tells the story of how Rockefeller got wind one day of a scheme to get the president to eliminate his (Rockefeller's) operation at the State Department.,"Rockefeller talked to the president, to confirm if the rumor he heard was true.",1,363007
Next we tried those Better Sex instructional videos advertised in the New York Times Book Review.,The Better Sex video worked well for us.,1,299968
in your spare time,What will you fill your spare time with.,1,252045
"Later that year, agents anonymously shipped King a 'highlight' recording of bugged sex groans and party jokes along with a letter warning  You are done.",The agents did not worry about getting in trouble for the prank.,1,121094
12 It shows the ratio of delivery points to stops ranked by cost.,It is believed that the ratio of delivery points is one of the most important data points available.,1,212454
"With negotiations at a stalemate and summer vacations removing the motivation for an immediate solution, both sides appear to be settling in.",Negotiations are always tense between two opposing forces.,1,189706
"I was glad to see highway speed limits increased to 65 miles per hour, even knowing the greater dangers of crashing.",I was happy the speed limit raised on the roads I drive on.,1,63852
"As she had thought it stood a little ajar, and the voices within were plainly audible.", She was not supposed to hear the voices that were inside.,1,328644
"In fact, the Soviets had a name for this sort of  subbotnik , the voluntary day of labor.",The Soviets said it was a voluntary work day for private employees.,1,306087
yeah yeah i bought a i got one at work that i bought for one of the guys there at work it's his birthday we're pretty good friends and what it is is a recycled paper bag,I bought my colleague a colorful recycled paper bag.,1,247884
"Keynes writes, The actual, private object of the most skilled investment today is to 'beat the gun,' as the Americans so well express it, to outwit the crowd, and to pass the bad, or depreciating, half-crown to the other fellow.",Keynes is a highly respected economist and pizza chef.,1,80261
Reilly does not deny putting information on the application form that he knew was incorrect.,Reilly is pleading guilty to perjury for lying on the form.,1,108780
and i uh am spending more time with my twenty five year old because at this point he happens to be single and always has been single and living at home uh while he's trying to uh,I am happy to help my child. ,1,362991
"It can't, of course, which is the problem with mainstream horror  The more deliriously abstract and unhinged their imagery, the more of a clunk there is when the evil actually materializes and the genre conventions kick in.",Mainstream horror has a problem with being believable.,1,265911
"Out of boredom, two scientists from the New Contagious Diseases Research Centre devised themselves a new game.",Two scientists developed a new game about infections.,1,116194
I decided I could never be a prosecutor.,I decided to become an airplane pilot instead.,1,94004
that's why i mean they couldn't put anything in it hardly but,They weren't able to put hardly anything into it as there was just too much opposition.,1,63147
"You would have to be a moron not to have been a popular governor while tax revenue surged, unemployment vanished, and crime fell.","The govonor stopped crime,",1,173545
i thought it was the other way around they were always having to meet in the catacombs and all this so all the persecution that they're sort of use to it it's been sort of like you know,It's what they're used to. ,1,289995
it's a yeah it's a seventy nine Lincoln it's got over a hundred thousand miles and there is no problem with the car see the i think,The car was mostly used to get to and from work.,1,88280
"Doesn't look like the Betsy Ann coming back, either.""  The something whizzed by again, in the other direction, but lower and slower.",They still couldn't tell what it was that flew by.,1,132028
"East from here, the coastal road is one of the island's star attractions.",The coastal road singlehandedly brings more visitors than any restaurant on the island.,1,329947
"'Start your motor going, Betsy Ann,' he ordered with some other mumbo-jumbo.","'Start your engine, Betsy Ann,' he commanded and yelled some other instructions.",1,8391
"It was also the time when the region was the homeland of the Canaanites and other tribes familiar from the Bible, which is still the best source of knowledge about ancient Israel.",I think we might uncover a better source of knowledge about ancient Israel than the Bible in the near future.,1,292518
"Presidents derived their license to serve as leader-preacher from Theodore Roosevelt's remark that the presidency was a bully pulpit, a remark that did not appear in his Inaugural Address.","Theodore Roosevelt later began donning a preacher's outfit, which is where the confusion arose.",1,87037
"However, a total ban on vending machines and direct mail order sales have been deleted from the final rule because of their impact on small entities.",Small entities could have a negative impact if there was a ban on vending machines.,1,219150
Tommy's making tracks for the Argentine.,Tommy is making race car tracks for the Argentine.,1,34176
"Walk around the chestnut and lime trees, and admire Aristide Maillol's 18 sensual statues of nymphs and languorous maidens, a few of which are coquettishly half concealed behind a miniature maze.","While they are both delicious, lemons are generally favored to limes.",1,167042
"Amidst a professional and amiable backdrop, the conference was convened at the Marriott Hotel in downtown Indianapolis, Indiana.",The conference is held at the same Marriott Hotel every year. ,1,142388
"This movement has led to calls for self-determination and increased native sovereignty, even full independence as a new nation for the estimated 250,000 people of Hawaiian ancestry.",The native Hawaiians supported the movement.,1,345658
you know it's not it's like i still have the fantasies about Hawaii and all that stuff but,"I still kinda wish I could go, just once.",1,139167
"In seconds, the four guards were dead or dying.",The guards were killed by axes.,1,244697
"The site of the great cathedral of Notre-Dame de Paris has had a religious significance for at least 2,000 years.",The cathedral of Notre-Dame was built on top of a Roman temple.,1,355072
"Accordingly, the number of dollars involved in worksharing is in the billions and the effects on mailers and the economy are quite large.",The worksharing initiative is good for both parties.,1,161785
"Clinton's partisans have linked Starr to Jesse Helms, Jerry Falwell, and other bogeymen.",Jesse Helms and Jerry Falwell are Republicans.,1,249148
"In these situations, the auditors should disclose in the scope section of the report the applicable standard that was not followed, the",Auditors look to make sure that the bubble gum tax was paid.,1,223621
i guess that i have gotten to the point where if if i didn't have the personal computer i would be impacted a great deal on the things that i do in my life i'm i'm sure i would probably find ways to return to what i was doing in nineteen eighty one when i,"If I didn't have a computer, I couldn't do any part of my job.",1,328926
"Stoning was a form of death sentence for those who did not deserve a beheading, the voiceover on the torture film said at the very momement when Dobrava began to stone the sternum, where a scandalously large number of sex scenes with L.T., which had never happened, gathered.",People who were too young to be beheaded were stoned to death.,1,387185
The American people expect and deserve this linkage as well.,"Since they have worked so hard, the American people deserve this linkage.",1,285028
Why not? The girl hesitated.,She replied without a hint of hesitation.,2,151273
"After earning bachelor's and master's degrees in education and a few years teaching, Kilgore enrolled at the UM law school.",Kigore didn't enroll in law school,2,136966
"And, then, there was that rather over-vehement hatred of hers! ",Then there was that unbound love of hers.,2,190020
"That's about 8,500 cases a year.","There are only 2,000 cases each year.",2,362477
We're not going back.',Everyone is going back.,2,158610
 A'deem's eyes widened.,A'deem squinted.,2,145181
Others insist that it was just a storehouse for jewels.,It is not used as a storehouse for the jewels.,2,116622
"It's the first case of the kind that I've had under my own personal observation, and I must admit that I've found it of absorbing interest."" There was something rather ghoulish in the little man's satisfaction.",The little woman found the case very interesting.,2,384803
i don't know so that's kind of my thing on the war i'm kind of like nah  it's all power plays you know there's so much stuff going on we don't know about,The war is small time I make all the power plays and everything that is going on we know about.,2,90627
it's like i can walk but if i walk for more than fifteen minutes it's going to bother me,I cna walk for a really long time without issue.,2,372206
"I thought of the white-haired old lady in the big house, and that vivid wicked little face that had just smiled into ours, and a vague chill of foreboding crept over me. ",I thought of the old lady in the little shack.,2,98161
He raised a battle axe high over his head.,He buried the head of his ax into the ground.,2,286220
"If that happened so quickly on Earth, why not on Mars, whose early stages of development were quite similar to Earth's?",That happened both to Earth and to Mars since they had similar developments.,2,94497
Reviewers have become more accepting.,Reviewers are very close-minded.,2,244051
"In 1782 an Irish parliament (Protestant) was formed in Dublin, largely through the energies of Henry Grattan, MP for the city.",An Irish parliament was never formed.,2,196329
Performance improvements cited included increased efficiency and improved customer satisfaction.,All the customers said they were not satisfied.,2,190933
Not at all.,For sure.,2,328606
"Anyway, he can't have 'lost the trail'  ",It's perfectly logical that he lost the trail.,2,202589
"Also health club, sauna, Turkish bath, jacuzzi.",It has a jacuzzi but no health club.,2,364722
"You're right, Tommy, it is a bit of a poser.","You are wrong Tommy, it isn't what you say.",2,40692
uh-huh  that would be neat i'd have to basically say my birth yeah,That's not cool and I would have to say my teenage years.,2,298256
"To more effectively address the environmental problems caused by power generation, there is a need for a national program that would take advantage of synergies of controlling multiple pollutants at once.",We need a state program to limit multiple pollutants.,2,373544
High-performing organizations also seek to involve and engage employees by devolving authority to lower levels of the organization.,High-performing organizations don't seek to involve and engage employees,2,261273
"However, an oral briefing may be used, for example, when GAO (1) determines that further work is not warranted; (2) provides information that is readily available to the public, such as that in Inspector General reports; or (3) develops a summary of previously issued GAO products that does not contain any new findings, conclusions, or recommendations.",An oral briefing will definitely not be used.,2,53350
"Those who have made the pilgrimage can add the respected title haci before their names, an honour proudly displayed on shop-owner's signs.",The title haci brings shame to those who have it.,2,45832
oh right but uh i was i was just amazed there's this one place called CC's pizza,I don't care about that pizza place's name.,2,287830
"The Commission has cited as authority Sections 4(i), 7, 303(c), 303(f), 303(g), 303(r) and 332 of the Communications Act, 47 U.S.C.",The Communications Act was not relevant to the citation of authority.,2,330025
The new translation of Homer's The Odyssey has whipped up so much fervor that Paul Gray in Time has proclaimed the existence of the Fagles phenomenon.,The new translation of The Odyssey by Home has been ignored largely and is considered a flop.,2,369581
oh yeah yeah in in in fact with me uh this is uh it's not much to talk about i i'm so much for it i don't really have much to comment about it uh there's been some interesting subjects that they've called how many times have you called or have you been participating in this uh,There has not been a single topic that was worth being interested in.,2,56443
Virtually all the political talk shows require journalists to adopt one of two dishonest  agnosticism or omniscience.,Politics are stupid.,2,95417
"In addition, it does not recognize the distinctions among electricity demand regions and the transmission constraints that can keep them separate.",This thing recognizes everything about the regions.,2,276129
"He speculated that if many dependent patients can have spontaneous remissions, then research on whether brief interventions could help them seems warranted.",It doesn't seem like it's a good idea to research into what interventions can do for patients.,2,300755
And as he says in the final pages of his ,He has not written the final pages yet.,2,226960
"When GAO notifies an agency of work by telephone or e-mail message, it will subsequently provide a notification letter in instances","When GAO tells an agency about work, it will not send a letter.",2,46115
He walked to a computerized kiosk at the Lamoreaux Justice Center in Orange and started tapping the keys.,He sat down at the table.,2,132616
The ClingerCohen Act contains critical provisions requiring federal agencies to use investment and capital planning processes to manage their information management technology portfolios.,The act doesn't mention how investors should manage their information.,2,380262
oh oh i see oh dear  well uh-huh i think those are the same people who have their credit cards uh charged up to the max and that's just a way of life i guess,No one maxes out their credit cards at all.  ,2,139667
for you and now all you have to do is go in and put in a number and you got it you know so uh just put people in pick a number and put people in it and it's a work group so you know i think uh it's  really a lot simpler than the old one,I'm sorry about the new system; it's not quite as easy to use as the old one.,2,34962
But Brown painted him as an inexperienced free spender.,Brown made him out to be an experienced tightwad.,2,232907
"Wadi Natrun was one of the most important areas of Egypt in ancient times, primarily because it was the main source of the mineral natron used in the mummification and glassmaking processes.","Wadi Natrun was one of the least important areas of Egypt, primarily because it was barren.",2,32739
" As he ripped his shirt back to look, the wound was closed already.",The wound remained gaping. ,2,74356
do you back up to it on the south side or the east side,Did your house burn down?,2,7014
"With an effort, Inglethorp raised his face from his hands. ","His face bloody, Inglethorp brought a handkerchief up to wipe his face with both hands.",2,44822
"But the criticism of Java on performance grounds, as if the performance problems were inherent in the security model, is not fair and is not accurate.",It is fair to criticize Java on performance grounds.,2,295641
"The eight infrastructures identified were (1) information and communications; (2) banking and finance; (3) water supply; (4) aviation, highway, mass transit, pipelines, rail, and waterborne commerce; (5) emergency law enforcement; (6) emergency fire services and continuity of government; (7) electric power and oil and gas production and storage; and (8) public health services.",Public Health Services weren't considered one of the 8 infrastructures identified.,2,131660
 A self-administered Short Michigan Alcoholism Screening Test (SMAST).,A multi-person administered Long Wisconsin Marijuana Screening Test. ,2,24967
This Left Bank area is one of the town's most attractive neighborhoods.,The Left Bank is one of the more displeasing neighborhoods. ,2,29446
"Emissions profiles were generated for the following  1996 Base Year, 2010 Base Case, 2010 Clear Skies, 2020 Base Case, and 2020 Clear Skies.",Emissions profiles were created for just 2010.,2,103374
