sentence1,sentence2,label,idx
""" Three Weeks in October "" goes on sale Monday , nearly a year after the Washington , D.C.-area sniper shootings started .","Moose 's book goes on sale Monday , nearly a year after the sniper shootings started in the Washington area .",1,2312
"Samudra , 33 , a textile salesman , is also charged with the church bombings across Indonesia on Christmas Eve , 2000 , in which 19 people died .","Samudra , 33 , a textile salesman , is also charged with a series of church bombings across Indonesia on Christmas Eve , 2000 , when 19 people were killed .",1,2708
""" Everyone who has a cell phone wishes they had a better one , "" Huang said .","They have a cell phone and everybody that has a cell phone wishes they had a better one . """,1,1524
"In the second quarter last year , the company experienced a net loss of $ 185 million , or 54 cents a share , on sales of $ 600 million .","The company posted a net loss of $ 185 million , or 54 cents per share , in the year-earlier period , it said in a statement Wednesday .",1,892
""" As a responsible leader we feel it necessary to make these changes because online chat services are increasingly being misused , "" Microsoft told the BBC .",""" As a responsible leader we felt it necessary to make these changes because online chat services are increasingly being misused , "" stated Gillian Kent , director at MSN UK .",1,1070
""" They were an inspirational couple , selfless and courageous , "" said the Oscar-winning film director .","He said : “ They were an inspirational couple , selfless and courageous .",1,2993
"On April 11 , Mayor Bart Peterson said it was "" inconceivable "" that the airline would resume operations at the base that had employed 1,500 workers , including 1,100 mechanics .","On April 11 , Mayor Bart Peterson conceded that the facility 's fate was inevitable , quashing the hopes of the airline 's 1,500 local workers , including 1,100 mechanics .",1,243
"Another soldier died and three were wounded when their vehicle hit a land mine or a piece of unexploded ordnance in Baghdad , a military statement said Tuesday .","Also Monday , one soldier died and three were wounded when their vehicle hit a land mine or a piece of unexploded ordnance in Baghdad .",1,2257
"From California , Bush flies to Japan on Thursday , followed by visits to the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .","Besides Japan he will visit the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .",1,337
"Also at increased risk are those whose immune systems suppressed by medications or by diseases such as cancer , diabetes and AIDS .",Also at increased risk are those with suppressed immune systems due to illness or medicines .,1,1499
"The truck carried the equivalent of 1.6 tons of TNT , emergency ministry official Ruslan Khadzhiyev said .","Another Chechen emergency ministry official , Ruslan Khadzhiyev , said the truck was carrying the equivalent of 1.6 tons of TNT .",1,2752
"The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .","The Russell 2000 index , the barometer of smaller company stocks , rose 3.28 , or 0.7 percent , to 494.20 .",1,627
"Dick is going to be there as long as Dick wants to be there , "" Reuters reports Langone as saying .",""" Dick is going to be there as long as Dick wants to be there . """,1,903
"That leaves about three dozen at risk of aid cutoffs , said State Department spokesman Richard Boucher , who did not identify them .","That leaves about three dozen at risk of aid cutoffs , Boucher said without identifying them .",1,2689
"More than 1,000 people staged mostly peaceful protests during the talks , proclaiming that genetically modified foods weren 't the answer to the world 's food problems .","More than 1,000 people rallied over three days , proclaiming that genetically modified foods weren 't the answer to the world 's food problems .",1,1451
"AMD reported a net loss of $ 140 million for the quarter ended June 29 , on sales of $ 645 million .","In the first quarter of 2003 , AMD reported a net loss of $ 146 million , or 42 cents per share , on sales of $ 715 million .",1,2177
"Dusenbery 's fiancee , Jessica Wheat , said he was considering settling down in Fort Campbell and making the Army his career .","Jessica Wheat , who said she and Dusenbery were planning to marry , said Dusenbery was considering settling down in Fort Campbell and making the Army his career .",1,3894
""" The free world and those who love freedom and peace must deal harshly with Hamas and the killers , "" he told reporters as he emerged from a church service .",""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",1,122
P & G officials later concluded that the better approach was to split up the contracts to avoid reliance on just one contractor .,P & G officials decided it would be wiser to split the contracts to avoid reliance on a sole contractor .,1,3781
"Sheena Young of Child , the national infertility support network , hoped the guidelines would lead to a more "" fair and equitable "" service for infertility sufferers .","Sheena Young , a spokesman for Child , the national infertility support network , said the proposed guidelines should lead to a more "" fair and equitable "" service for infertility sufferers .",1,19
"Normally , congressional districts are redrawn by state legislatures every 10 years to reflect population changes recorded in the U.S. census .","Normally , redistricting is done every 10 years based on population changes in the census .",1,3622
He said the situation undermines efforts to win international co-operation in the war on terror .,He said the way the situation was being handled was undermining efforts to win international cooperation in the war on terror .,1,3488
The awards are being announced today by the Albert and Mary Lasker Foundation .,"The prizes , from the Albert and Mary Lasker Foundation , will be awarded Friday in New York .",1,3827
"Doctors say one or both boys may die , and that some brain damage is possible if they survive .","Doctors said that one or both of the boys may die and that if they survive , some brain damage is possible .",1,3700
The plea makes Grass the second high-ranking Rite Aid executive to strike a deal with federal prosecutors in the past two weeks .,Grass is the second of the Rite Aid defendants to strike a deal with federal prosecutors this month .,1,1650
"Sobig.F became one of the most widespread viruses ever , crippling corporate e-mail networks and filling home users ' inboxes with a glut of messages .","Since surfacing late Monday , Sobig.F has been crippling corporate e-mail networks and filling home users ' inboxes with a glut of messages .",1,1284
"More than half of the songs were purchased as albums , Apple said .",Apple noted that half the songs were purchased as part of albums .,1,138
The airline said the results showed that its recovery programme and other initiatives were helping to offset a continued deterioration in revenues .,It said today ’ s results showed that programme and other measures were helping to offset a continued deterioration in revenues .,1,3117
"As he left court , McCartney cast one long angry glare at Amrozi , who almost hid behind his lawyer to the side .","As he left the court , McCartney cast a long , angry glare at Amrozi , who tried to hide behind his lawyer .",1,1342
"Dusenbery 's fiancee , Jessica Wheat , said he was considering settling down in Fort Campbell and making the Army his career .","Jessica Wheat , who said she and Dusenbery were planning to marry , said Dusenbery was considering settling down in Fort Campbell and making the Army his career .",1,3894
But U.S. District Judge Joseph DiClerico denied their request in a brief ruling .,"In a brief ruling , US District Judge Joseph A. DiClerico Jr. denied their motion for an injunction .",1,3276
"No charges have been filed in those deaths , but prosecutor David Lupas said authorities were making progress in the case .","No charges have been filed in those deaths , but Luzerne County District Attorney David Lupas said authorities were "" continuing to make significant progress "" in the case .",1,3205
"About 25 governments have signed in the last four months , about half of those in the last three weeks .","According to the State Department list , about 25 nations have signed bilateral agreements in the past four months , about half in the past three weeks .",1,3214
Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall .,Tony winners will be announced June 8 in televised ceremonies from Radio City Music Hall .,1,310
"It was to fly a plane in the White House . """,""" It was to fly a plane into the White House , "" Mr. Karas said .",1,1561
"Westfield , which owns Galleria in Morley , also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .","Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .",1,549
"CIA Director George Tenet said the two men were "" defined by dedication and courage . """,""" [ They ] were defined by dedication and courage , "" said the CIA 's director George Tenet .",1,1346
Civil liberties groups protested and a US district judge ruled that the monument was an unconstitutional promotion of religion .,"Civil liberties groups filed suit , and U.S. District Judge Myron Thompson ordered the monument moved last October , calling it an unconstitutional promotion of religion by government .",1,1213
"Al Qaeda , the terror network led by Saudi-born Osama bin Laden and blamed for the Sept . 11 , 2001 , attacks , has been linked to both cases .","Al-Qaida , the terror network led by Saudi-born bin Laden and blamed for the Sept . 11 , 2001 attacks on the United States , has been linked to both cases .",1,1505
""" This legislation benefits the entire state of Illinois , every town , every city , every citizen , "" Blagojevich told the crowd of political heavyweights at O 'Hare .",""" The legislation I 'm proud to sign today benefits the entire state of Illinois , every town , every city , every citizen .",1,3554
"The agency could not say when the tape was made , though the voice says he is speaking on June 14 .","The agency could put no exact date on the tape , though the voice says he is speaking on June 14 .",1,3703
That would give smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .,"He agrees that technically smoking could be considered a disability , giving smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .",1,1294
A ruling last week by U.S. District Judge Lee R. West in Oklahoma City that the FTC lacked authority to run the registry triggered a whirlwind of activity in Washington .,The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .,1,3935
He said there were complex reasons for the increased numbers of cases and scientists were only just beginning to understand the risk factors .,"However , he said , The reasons behind the increase in incidence are more complex and were just beginning to understand the risk factors .",1,4017
"A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York , a federal defender in California said Friday .","SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York , a federal defender in California said Friday .",1,2897
"Furthermore , Bremer estimated that as many as 200 operatives from the extremist group Ansar al-Islam have slipped back into the country since May 1 .","Furthermore , Mr Bremer said that as many as 200 operatives from the extremist group Ansar al Islam had slipped back into the country since May 1 .",1,4021
"The announcement comes one day after Microsoft ’ s global security chief , Scott Charney , reiterated Microsoft ’ s promises to simplify the way it distributes patches to users .","The announcement comes one day after Scott Charney , Microsoft 's global security chief , reiterated Microsoft 's promises to simplify the way it distributes patches to customers .",1,456
"Their groundbreaking contributions commercialize technologies , create jobs , improve productivity and stimulate the nation 's growth and development . """,""" Their groundbreaking contributions commercialise technologies , create jobs , improve productivity and stimulate the nation 's growth and development , "" it said .",1,3866
"Three Cubans were executed for hijacking a Cuban ferry a day later , and six Cubans face trial in Key West in December over a March plane hijacking .","Three Cubans were executed for hijacking a Cuban ferry , and six more are scheduled to go on trial in Key West in December for a plane hijacking in March .",1,3464
The yield on the benchmark 10-year Treasury note rose as high as 4.66 percent Aug. 14 from 3.07 percent in June .,The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .,1,2570
"But Mr Robinson urged the voters to be "" kind and sensitive and gentle "" to the believers who "" will not understand what you 've done here today "" .","But he urged the delegates who elected him to be "" kind and sensitive and gentle "" to believers who "" will not understand what you 've done here today . """,1,2212
That would give smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .,"He agrees that technically smoking could be considered a disability , giving smokers the right to take complaints to the Human Rights Commission or Human Rights Review Tribunal .",1,1294
Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately .,Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately .,1,1491
The anguish was detectable in the voices of those of Forlong 's television colleagues who would speak on Monday .,The anguish could be heard in the voices of Mr Forlong 's television colleagues who would speak .,1,2122
""" It is symptomatic of the communication difficulties that often trouble the ECB , "" said Ken Wattret of BNP Paribas .",""" It is reminiscent of the communication troubles that have dogged the ECB in the past , "" said Ken Wattret of BNP Paribas .",1,2717
"There were no plans to build permanent US bases in Africa , Pentagon officials said .","There are no plans to build permanent U.S. bases in Africa , Defense Department officials say .",1,1875
""" We can 't change the past , but we can do a lot about the future , "" Sheehan said at a news conference Wednesday afternoon .",""" We can 't change the past , but we can do a lot about the future , "" Sheehan said hours after arriving in Phoenix .",1,1028
"An evaluation suggested there was no overall net clinical benefit in patients receiving the drug in the study , the companies said in a statement distributed by Business Wire .","An evaluation of 240 arthritis patients suggested there was no overall net clinical benefit from taking the medicine , the companies said in a statement distributed by Business Wire .",1,3522
"A member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police , a court heard yesterday .","A member of the rap group So Solid Crew threw away a loaded gun during a police chase , Southwark Crown Court was told yesterday .",1,623
Researchers found that people 65 and older who had fish once a week had a 60 % lower risk of Alzheimer 's than those who never or rarely ate fish .,"Older people who eat fish at least once a week could cut their risk of Alzheimer 's by more than half , a study suggests .",1,739
"Although deeply disapproved of in the Soviet Union , the Beatles popularity knew no bounds and far outreached any other Western rock music .","Although the Beatles were deeply disapproved of in the Soviet Union , their popularity knew no bounds and far outreached any other Western rock groups .",1,2923
"We need a certifiable pay as you go budget by mid-July or schools wont open in September , Strayhorn said .","Texas lawmakers must close a $ 185.9 million budget gap by the middle of July or the schools wont open in September , Comptroller Carole Keeton Strayhorn said Thursday .",1,894
"Such a letter indicates the government intends to pursue an indictment and believes it has substantial evidence to support an indictment , the company said .",The Kenilworth-based company said it believes the letter shows that the government plans to pursue a criminal indictment and likely has substantial evidence supporting an indictment .,1,2336
He also said he advised his grown-up children not to run up credit card debts .,Barclays chief executive Matt Barrett also said he had advised his children never to use credit cards .,1,3620
"They said they were not advocating the changes yet , but believed they are worth considering — especially as NATO expands to 26 members .","The sponsors said they were not advocating the changes yet , but believed it was worth considering - especially as NATO expands to 26 members .",1,3763
"His 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va . , parking lot .","His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .",1,1735
"He had also said an interest rate cut by the European Central Bank , which meets Thursday , would be welcome .","He had also said on the eve of Monday 's talks that an interest rate cut by the European Central Bank , which meets on Thursday , would be welcome .",1,2261
"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .","U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .",1,925
"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1,104
They said he would be open to letting that license go to the city of Chicago .,Schafer said the governor would be open to offering that last license for a riverboat in Chicago .,1,917
"Resigning along with Brendsel was Vaughn Clarke , the company 's executive vice president and chief financial officer .","Chairman and chief executive Leland Brendsel and Vaughn Clarke , the company 's executive vice president and chief financial officer , resigned .",1,1519
"The new capabilities will provide IBM customers a way to create , publish , manage and archive Web-based content within a corporate intranet , extranet and Internet environment .","The product will be targeted at companies that need to create , publish , manage and archive web-based content within a corporate intranet , extranet and internet environment .",1,261
Shares of Bristol-Myers rose to $ 28 in electronic trading from the $ 26.90 close on the New York Stock Exchange .,"Bristol shares rose $ 1.30 , or 5 percent , to $ 28.20 , after closing at $ 26.90 on the New York Stock Exchange .",1,1843
"This deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over , "" Geer added .",""" The deterioration of security compounds when nearly all computers rely on a single operating system subject to the same vulnerabilities the world over . """,1,2319
"But authorities have been unable to stop the tragedies , which they blame on overcrowding , poor vessel construction and lax enforcement of safety rules .","But authorities have been unable to stop the tragedies , which they blame on overcrowding , rickety vessels and lax safety standards .",1,1627
SMILING bomber Amrozi was inspired to launch an attack on Bali after his former Australian boss revealed the tourist island was a haven for sinful behaviour by westerners .,BALI bomber Amrozi claims he was inspired to launch an attack on the tourist island after his Australian boss revealed Bali was a haven for sinful behaviour of Westerners .,1,2142
"The new WPAN standard uses the 2.4-GHz unlicensed frequency band and specifies raw data rates of 11M , 22M , 33M , 44M and 55Mbit / sec .","The new WPAN standard uses the 2.4 GHz unlicensed frequency band and specifies raw data rates of 11 , 22 , 33 , 44 and 55Mbit / s .",1,1634
But the Foreign Affairs Committee yesterday cleared Blair 's cabinet of that accusation .,"In its report , the foreign affairs committee absolved Mr. Blair of charges of doctoring intelligence .",1,2720
Blair himself took the reins of the Labour Party after its leader John Smith died of a heart attack in 1994 .,"Mr Blair became Labour leader in 1994 after the then leader , John Smith , died of a heart attack .",1,566
"Later in the day , however , a former Intel executive turned the tables in a speech where he blasted wireless as being too complicated and too difficult to install .","And Thursday , a former Intel exec blasted wireless as too insecure , too complicated , and too difficult to install .",1,205
He reiterated Schroder 's statement last week that Berlin would consider sending peacekeepers to Iraq only if requested by an interim Iraqi government or the United Nations under a U.N. mandate .,German Chancellor Gerhard Schroeder said last week that Berlin will consider sending peacekeepers only if requested by an interim Iraqi government or the United Nations .,1,2941
"An experimental drug can slow the loss of vision caused by an eye disease that is the leading cause of blindness among the elderly , researchers have found .","An experimental drug can slow the loss of vision caused by a maddening eye disease that is the leading cause of blindness among the elderly , doctors reported on Saturday .",1,3114
Prince William County prosecutors told a judge yesterday they now want the trial of sniper suspect John Allen Muhammad moved out of the area .,Prosecutors reversed course Friday and said they support moving the murder trial of sniper suspect John Allen Muhammad out of the Washington suburbs .,1,1880
"But butterflies exposed to an earlier light cycle , from 1am to 1pm , orientated themselves towards the south-east .","But butterflies housed under an earlier light cycle , 1 a.m. to 1 p.m. , flew toward the southeast .",1,3558
Low-income earners would pay a 5 percent tax on both types of investment income .,Low-income earners would pay a 5 percent rate for both capital gains and corporate dividends .,1,399
"Six countries have advised their citizens not to travel to Taiwan for any reason , the ministry said .","Spain , Poland , United Arab Emirates and Lithuania have advised their citizens not to travel to Taiwan for any reason .",1,640
"A really robust program could be had for about 20 cents a day , "" Griffin said .",""" A really robust space program could be had for a mere 20 cents a day from each person , "" he said .",1,1604
BOCHK chief executive Liu Jinbao was transferred abruptly to Beijing last month .,He was chief executive of BOCHK until he was suddenly recalled to Beijing last month .,1,2983
"Following the ATP 's notification by Hewitt 's lawyers of pending action , it issued another statement that Hewitt has added to his suit .","Following ATP 's notification by Hewitt 's lawyers that action was pending , it issued another statement in April which Hewitt has added to his suit .",1,2496
"But the institute says the department "" woefully underestimates "" the changes that would occur under the proposal .",But the institute says the department ‘ ‘ woefully underestimates ’ ’ the changes that would occur if the proposal is implemented .,1,1964
"His daughter , Nina Axelrod , told The Associated Press that he died in his sleep , apparently of heart failure .","Axelrod died in his sleep of heart failure , said his daughter , Nina Axelrod .",1,2309
"None of the Prairie Plant Systems marijuana can be distributed until the document is made available , she said .","None of Prairie Plant 's marijuana can be distributed until the Health Canada 's user manual is made available , she said .",1,1075
"Intel Corp. unveiled Wednesday its next generation processor for cellular phones , personal digital assistants and other wireless devices .","Intel on Wednesday unveiled its next-generation processor for cell phones , PDAs , and other wireless devices .",1,2132
"But the institute says the department "" woefully underestimates "" the changes that would occur under the proposal .",But the institute says the department ‘ ‘ woefully underestimates ’ ’ the changes that would occur if the proposal is implemented .,1,1964
""" I don 't think my brain is going to go dead this afternoon or next week , "" he said .","In a conference call yesterday , he said , "" I don 't think that my brain is going to go dead this afternoon or next week . """,1,2783
"The Association of South East Asian Nations groups Brunei , Cambodia , Indonesia , Laos , Malaysia , Myanmar , the Philippines , Singapore , Thailand , and Vietnam .","ASEAN comprises Brunei , Cambodia , Indonesia , Laos , Malaysia , Myanmar , the Philippines , Singapore , Thailand and Vietnam .",1,1260
It was the first speech by a US president to a joint session of the Philippines Congress since 1960 .,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,1,3227
"As temperatures soar above 50 degrees ( 120 Fahrenheit ) , fridges and air conditioners have stuttered to a halt in Basra .","As temperatures soar above 120 Fahrenheit in Basra , fridges and air conditioners have stuttered to a halt .",1,1130
The budget analysis comes as negotiations between the City Council and the Bloomberg administration heat up .,Budget negotiations between the mayor and the City Council are entering high gear .,1,3606
"Doctors have advised that the boy get chemotherapy , but Daren and Barbara Jensen have refused , fearing the treatment would stunt Parker 's growth and leave him sterile .","Daren and Barbara Jensen refused to heed doctors ' recommendation of chemotherapy , fearing the treatment would stunt Parker 's growth and leave him sterile .",1,2059
Medicaid is the federal and state government health insurance program for the poor .,"Medicaid , which receives federal and state funding , is the government health-insurance program for the poor .",1,2482
"The interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was reprinted this week on the website http : / / www.smokinggun.com.","The interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was re-printed this week on the Web Site www.thesmokinggun.com.",1,4044
Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .,He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .,1,3913
""" We will keep fighting within the law ... against this terrorist group and those who support it . ""","We will keep fighting , within the law , against the terrorist band . """,1,2507
""" If draining the ponds in Maryland will help further establish [ his ] innocence , we welcome it .","If draining the ponds in Maryland will further help establish Steve 's innocence , we welcome it . """,1,927
Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges .,His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas .,1,1975
""" We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment .",""" We believe that it is not necessary to have a divisive confirmation fight , "" Daschle of South Dakota wrote the Republican president .",1,1635
"The company must either pay NTP the $ 53.7-million or post a bond with the court pending the appeal , Mr. Wallace said .",RIM must either pay NTP the $ 53.7 million or post a bond with the court pending the appeal .,1,3688
"The GAO found cable rates have increased 40 percent over the past five years , versus 12 percent inflation during the period .","The GAO found that cable rates have increased by 40 percent during the past five years , far above the 12 percent inflation in that period .",1,2901
"Southwest , the largest U.S. discount airline , said Friday that inspections of its fleet of 385 planes had found no additional items .",Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,1,3073
"Just across a river , St. Joseph has trendy restaurants , boutiques , offices and a picturesque beachfront .","Less than a mile away , across a river , St. Joseph features trendy restaurants , boutiques , offices and a picturesque beach front .",1,3128
"Jacob has pushed consolidation for years , but he has said many communities , especially rural ones , have opposed it .","Jacob has pushed consolidation for years but said it has been opposed by many communities , especially rural ones .",1,784
"The top speed of Ethernet could hit 40G bps ( bits per second ) within the next two years , a senior Cisco Systems Inc. executive said Wednesday .","The top speed of Ethernet could hit 40G bit / sec within the next two years , a senior Cisco executive said Wednesday .",1,3957
Defense Secretary Donald H. Rumsfeld and others argued that Saddam Hussein possessed chemical and biological weapons and was hiding them .,"Defense Secretary Donald H. Rumsfeld and others argued that Saddam Hussein ( news - web sites ) possessed chemical , biological and other weapons and was hiding them .",1,800
"Quattrone 's action , prosecutors argue , amounted to criminal obstruction of justice .","Quattrone , 47 , is charged with obstruction of justice and witness tampering .",1,1751
Nvidia shares lost 58 cents ( U.S. ) or 3.46 per cent to $ 16.20 yesterday on the Nasdaq Stock Market .,"Nvidia 's stock fell 65 cents , or almost 4 percent , to $ 16.13 on Nasdaq .",1,3973
"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue . ""","Alhart said the governor "" remains hopeful that the city will continue to work with us and engage in good-faith discussions . """,1,225
"The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires like Mr. Schwarzenegger and Mr. Ueberroth , both Republican candidates .","The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires such as Schwarzenegger and Ueberroth .",1,628
"The NASD also alleges Young flew multiple times on Tyco corporate jets , often accompanied by Kozlowski .","The NASD alleges that the analyst flew multiples times on Tyco 's corporate jets for business trips , sometimes accompanied by Kozlowski .",1,2739
"BOSTON The Catholic archdiocese in Boston has offered $ 55 million to settle more than 500 clergy sex abuse lawsuits , according to a document obtained by The Associated Press .",The American Roman Catholic archdiocese of Boston has offered $ 55 million to settle more than 500 sex abuse lawsuits involving priests .,1,524
Freddie Mac shares were down more than 16 per cent at $ 50.18 at midday yesterday .,"Freddie Mac shares were off $ 7.87 , or 13.2 percent , at $ 52 in midday trading on the New York Stock Exchange .",1,2391
His harsh criticism of PLO chairman Yasser Arafat led to his books being banned for a time by the Palestinian Authority .,"His harsh criticism of the PLO 's chairman , Yasser Arafat , saw the Palestinian Authority ban his books for a time .",1,2989
"He was voluntarily castrated in 2001 , an operation he contends removed his ability to become sexually aroused .","DeVries , who was voluntarily castrated in August 2001 , has said the surgery took away his ability to become sexually aroused .",1,1427
BioReliance 's stock closed down 2 cents yesterday at $ 47.98 per share .,"Shares of BioReliance sold at $ 47.98 at the close of market yesterday , down 2 cents .",1,2882
"By contrast , the Senate-passed prescription drug plan requires seniors to pay 50 percent of drug costs , with a $ 275 deductible each year .","Under the House-passed plan , seniors would pay 20 percent of drug costs , plus a $ 250 deductible annually .",1,3611
"In March , Rowland 's former deputy chief of staff pleaded guilty to accepting gold and cash in return for steering state contracts .","Lawrence E. Alibozek , his former deputy chief of staff , pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts .",1,1708
"Neither immediately said his agency would appeal the decision , but many others following the case said an appeal was likely soon .",Neither said whether they would appeal the decision but others said an appeal was certain .,1,3345
We are currently trying to understand the scope and details of the investigation . . . .,Weber said late Thursday that the company is still trying to understand the scope and details of the investigation .,1,2420
"Police spokesman Brigadier-General Edward Aritonang confirmed that another two men had been arrested yesterday , one in Jakarta and another in Magelang in central Java .","Brigadier General Edward Aritonang , a police spokesman , confirmed yesterday that another two had been arrested , one in Jakarta and another in Magelang , Central Java .",1,3341
The G + J executive was testifying in Manhattan 's State Supreme Court where O 'Donnell and G + J are suing each other for breach of contract .,"He spoke in Manhattan 's State Supreme Court , where O 'Donnell and G + J sued each other for breach of contract .",1,1114
SMILING bomber Amrozi was inspired to launch an attack on Bali after his former Australian boss revealed the tourist island was a haven for sinful behaviour by westerners .,BALI bomber Amrozi claims he was inspired to launch an attack on the tourist island after his Australian boss revealed Bali was a haven for sinful behaviour of Westerners .,1,2142
"Both devices use version 5.2 of the Palm operating system and feature a new design , which resembles a miniature notebook with a screen that swivels around 180 degrees .",Both devices use Palm OS 5.2 and feature a completely new form factor that resembles a miniature notebook with a screen that swivels 180 degrees .,1,2870
"Doctors have advised that the boy get chemotherapy , but Daren and Barbara Jensen have refused , fearing the treatment would stunt Parker 's growth and leave him sterile .","Daren and Barbara Jensen refused to heed doctors ' recommendation of chemotherapy , fearing the treatment would stunt Parker 's growth and leave him sterile .",1,2059
"The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .","The Russell 2000 index , the barometer of smaller company stocks , rose 3.28 , or 0.7 percent , to 494.20 .",1,627
Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead of next Sunday 's presidential election in war-torn Chechnya .,"Officials in Chechnya 's Moscow-backed government are a frequent target for rebels , and tension is running high ahead of Sunday 's presidential election in the war-ravaged region .",1,509
British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River .,Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames .,1,309
"Hernandez has been treated for breast cancer , and Moore suffers from non-Hodgkin 's lymphoma .",Hernandez had breast cancer and Moore is being treated for non-Hodgkins lymphoma .,1,3646
But Senate criticism of the House plan Tuesday came on several fronts .,And several Senate Republicans are cranky about the House map .,1,1184
They remain 40 percent below the levels prior to February 's initial overstatement news .,The stock remains 43 percent below levels prior to the February overstatement news .,1,703
The awards are being announced today by the Albert and Mary Lasker Foundation .,"The prizes , from the Albert and Mary Lasker Foundation , will be awarded Friday in New York .",1,3827
"The new WPAN standard uses the 2.4-GHz unlicensed frequency band and specifies raw data rates of 11M , 22M , 33M , 44M and 55Mbit / sec .","The new WPAN standard uses the 2.4 GHz unlicensed frequency band and specifies raw data rates of 11 , 22 , 33 , 44 and 55Mbit / s .",1,1634
""" This deal makes good sense for both companies , "" said Brian L. Halla , National 's chairman , president and CEO .",""" This deal makes sense for both companies , "" Halla said in a prepared statement .",1,3581
"The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points , or 2.46 percent , to 1,666.58 , based on the latest data , and marking its highest close since May 23 , 2002 .","The technology-laced Nasdaq Composite Index < .IXIC > was up 40.09 points , or 2.46 percent , at 1,666.58 , marking its highest close since May 23 , 2002 .",1,1750
The chip also features an updated LongRun power and heat management system .,It also features Nvidia 's own PowerMizer power management system .,1,3653
Attorneys for the Roman Catholic archdiocese and nearly 250 alleged victims began meeting last week to reach an out-of-court settlement .,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement .,1,3942
At least 23 U.S. troops have been killed by hostile fire since Bush declared major combat in Iraq to be over on May 1 .,At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,1,292
"Not only is this the oldest known planet , it 's also the most distant .",Astronomers have found the oldest and most distant planet known in the universe .,1,2034
""" The numbers are starting to change very , very quickly , "" Dr. Julie Gerberding , the CDC 's director , told a news briefing Thursday .",""" The numbers are starting to change very , very quickly , "" Dr. Julie Gerberding , director of the Centers for Disease Control and Prevention , said Thursday .",1,2838
"The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson , and more than 250 homes had been destroyed .","The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson , and more than 250 homes have been destroyed .",1,916
The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .,The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .,1,1862
